"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5818","[1920x1080] Setup - Create Coordinator — no collapsed containers","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — No CSS layout errors (zero-size containers)","as1360-advanced.spec.js","",""
"","12901","⚡ EDGE-ZOOM | [1440x900 @ 110.00000000000001% zoom] No horizontal scroll","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network","as1360-master.spec.js","",""
"","5856","[1920x1080] VC Overview — buttons/tabs/inputs fully visible","","2026-05-13","passed","2026-05-13","✅ POSITIVE — All interactive elements visible and clickable","as1360-advanced.spec.js","",""
"","8169","✅ TC-F04 | [1920x1080] Flagged Messages tab — no overflow, buttons aligned","","2026-05-14","passed","2026-05-14","🔴 FLAGGED MESSAGES — Tab loads & responsiveness","as1360-complete.spec.js","",""
"","5963","[1440x900] Setup - Flagged Messages — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","8142","✅ TC-S01 | Single Message Testing tab loads correctly","","2026-05-14","passed","2026-05-14","🟡 SINGLE MESSAGE TESTING — Send message & check responsiveness","as1360-complete.spec.js","",""
"","5726","[1366x768] Zoom 125% — no layout break","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Page renders correctly after browser zoom","as1360-advanced.spec.js","",""
"","7505","✅ TC-F02 | Flagged Messages table or empty state is visible","","2026-05-14","passed","2026-05-14","🔴 FLAGGED MESSAGES — Tab loads & responsiveness","as1360-complete.spec.js","",""
"","13811","✅ TC-B06 | Results table shows all required columns (AS-766 AC)","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness (AS-766)","as1360-master.spec.js","",""
"","5936","[1366x768] Setup - Train Coordinator — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","12622","✅ TC-F05 | Tab switching Single → Bulk → Flagged keeps layout stable","","2026-05-14","passed","2026-05-14","🔴 FLAGGED MESSAGES — Tab loads & responsiveness","as1360-complete.spec.js","",""
"","6083","[1920x1080] Footer CTAs are visible and not clipped","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Footer CTAs visible at all resolutions","as1360-advanced.spec.js","",""
"","10948","⚡ EDGE-TC | [1366x768] Scrolling tall content does not create horizontal scroll","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network","as1360-master.spec.js","",""
"","17447","✅ TC-I01 | [1366x768] All interactive elements within viewport on wizard pages","","2026-05-14","passed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","6232","[1366x768] Setup - Train Coordinator — no text overflow","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Text is readable and not truncated","as1360-advanced.spec.js","",""
"","13266","✅ TC-S03 | Response is displayed after sending a message","","2026-05-14","passed","2026-05-14","🟡 SINGLE MESSAGE TESTING — Send message & check responsiveness","as1360-master.spec.js","",""
"","12888","✅ TC-B07 | Row 1: colors/colors — result row visible with status badge","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","14580","✅ TC-B12 | Download CSV button visible inside results modal","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness (AS-766)","as1360-master.spec.js","",""
"","20800","✅ TC-B14 | Close button closes results modal","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness (AS-766)","as1360-master.spec.js","",""
"","10430","[1366x768] Setup - Create Content — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages (AS-1360 AC)","as1360-master.spec.js","",""
"","8111","✅ TC-F03 | Flagged Messages tab — no horizontal scroll","","2026-05-14","passed","2026-05-14","🔴 FLAGGED MESSAGES — Tab loads & responsiveness","as1360-complete.spec.js","",""
"","8720","⚡ EDGE-FONT | [1920x1080] 120% font size does not cause horizontal scroll","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network","as1360-master.spec.js","",""
"","9150","[1920x1080] Setup - Bulk Testing — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","8115","✅ TC-B14 | [1366x768] Bulk Testing tab — no overflow, buttons aligned","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","5764","[1920x1080] Setup - Train Coordinator — no collapsed containers","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — No CSS layout errors (zero-size containers)","as1360-advanced.spec.js","",""
"","5679","[1440x900] Setup - Bulk Testing — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","6810","Scroll position does not jump to unexpected position after resize","","2026-05-13","passed","2026-05-13","⚡ EDGE — Scroll position preserved after resize","as1360-advanced.spec.js","",""
"","6164","[1366x768] VC Draft — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","8121","✅ TC-S04 | [1440x900] Single Testing tab — no overflow, buttons aligned","","2026-05-14","passed","2026-05-14","🟡 SINGLE MESSAGE TESTING — Send message & check responsiveness","as1360-master.spec.js","",""
"","11686","✅ TC-B15 | [1920x1080] Results modal — no overflow, fully visible","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","5798","[1366x768] Create VC Step 1 — no collapsed containers","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — No CSS layout errors (zero-size containers)","as1360-advanced.spec.js","",""
"","13560","⚡ EDGE-ZOOM | [1440x900 @ 90% zoom] No horizontal scroll","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network","as1360-master.spec.js","",""
"","14750","✅ TC-F02 | Flagged Messages shows table or empty state","","2026-05-14","passed","2026-05-14","🔴 FLAGGED MESSAGES — Tab loads & responsiveness","as1360-master.spec.js","",""
"","8036","[1367x768 (just above 1366)] Layout handles boundary resolution correctly","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network > ⚡ EDGE-R — Boundary resolutions (1365 / 1367)","as1360-master.spec.js","",""
"","9042","[800x600] Page loads without JS TypeError at small viewport","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network > ⚡ EDGE-S — Small viewports — no JS crashes","as1360-master.spec.js","",""
"","11870","✅ TC-F04 | [1920x1080] Flagged Messages tab — no overflow, buttons aligned","","2026-05-14","passed","2026-05-14","🔴 FLAGGED MESSAGES — Tab loads & responsiveness","as1360-master.spec.js","",""
"","5811","[1366x768] Zoom 110.00000000000001% — no layout break","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Page renders correctly after browser zoom","as1360-advanced.spec.js","",""
"","11930","✅ TC-B04 | Results modal opens after running Start Test","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness (AS-766)","as1360-master.spec.js","",""
"","5733","[1920x1080] Images stay within their containers","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Images do not overflow their containers","as1360-advanced.spec.js","",""
"","7354","[1920x1080] Setup - Create Content — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","5728","[1440x900] Zoom 100% — no layout break","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Page renders correctly after browser zoom","as1360-advanced.spec.js","",""
"","11949","❌ TC-L03 | Login with empty email — shows validation","","2026-05-14","passed","2026-05-14","🔐 LOGIN — Page loads and authentication works","as1360-master.spec.js","",""
"","11904","[1920x1080] Create VC Step 1 — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages (AS-1360 AC)","as1360-master.spec.js","",""
"","12710","✅ TC-I07 | [1440x900] Tab switching keeps layout stable","","2026-05-14","passed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","5931","[1366x768] Create VC Step 1 — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","5768","[1440x900] VC Draft — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","6098","[1920x1080] Setup - Bulk Testing — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","5628","[1440x900] Setup - Train Coordinator — no collapsed containers","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — No CSS layout errors (zero-size containers)","as1360-advanced.spec.js","",""
"","6221","[1366x768] Setup - Flagged Messages — buttons/tabs/inputs fully visible","","2026-05-13","passed","2026-05-13","✅ POSITIVE — All interactive elements visible and clickable","as1360-advanced.spec.js","",""
"","9630","✅ TC-I05 | [1440x900] No images overflow their containers","","2026-05-14","passed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","7958","✅ TC-F04 | [1366x768] Flagged Messages tab — no overflow, buttons aligned","","2026-05-14","passed","2026-05-14","🔴 FLAGGED MESSAGES — Tab loads & responsiveness","as1360-complete.spec.js","",""
"","14317","✅ TC-I07 | [1366x768] Tab switching keeps layout stable","","2026-05-14","passed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","7297","[1920x1080] Setup - Test Coordinator — buttons/tabs/inputs fully visible","","2026-05-13","passed","2026-05-13","✅ POSITIVE — All interactive elements visible and clickable","as1360-advanced.spec.js","",""
"","17885","✅ TC-I06 | [1366x768] No collapsed zero-width containers","","2026-05-14","passed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","5949","[1920x1080] Switching tabs does not break layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Tab switching keeps layout stable","as1360-advanced.spec.js","",""
"","6117","Layout does not stretch awkwardly on ultra-wide","","2026-05-13","passed","2026-05-13","⚡ EDGE — Ultra-wide resolution (2560x1440)","as1360-advanced.spec.js","",""
"","10221","Two VC Studio pages open at same time do not interfere","","2026-05-13","passed","2026-05-13","⚡ EDGE — Multiple tabs open simultaneously","as1360-advanced.spec.js","",""
"","5748","[1440x900] Setup - Create Content — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","10109","⚡ EDGE-TC | [1920x1080] Scrolling tall content does not create horizontal scroll","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network","as1360-master.spec.js","",""
"","11260","✅ TC-B08 | Row 2: colors/engine → Incorrect status badge visible","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","10951","[1366x768] Setup - Bulk Testing — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages (AS-1360 AC)","as1360-master.spec.js","",""
"","10757","⚡ EDGE-TC | [1440x900] Scrolling tall content does not create horizontal scroll","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network","as1360-master.spec.js","",""
"","6024","[1366x768] Setup - Train Coordinator — no collapsed containers","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — No CSS layout errors (zero-size containers)","as1360-advanced.spec.js","",""
"","10368","✅ TC-B02 | Upload valid CSV file — no error shown","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness (AS-766)","as1360-master.spec.js","",""
"","6356","[1366x768] Create VC Step 1 — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","13148","[1440x900] VC Overview — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages (AS-1360 AC)","as1360-master.spec.js","",""
"","6018","[1366x768] Setup - Test Coordinator — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","14971","✅ TC-I07 | [1920x1080] Tab switching keeps layout stable","","2026-05-14","passed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","5629","[1366x768] Setup - Create Content — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","10553","[1920x1080] Create VC Step 1 — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","5744","[1920x1080] Setup - Flagged Messages — buttons/tabs/inputs fully visible","","2026-05-13","passed","2026-05-13","✅ POSITIVE — All interactive elements visible and clickable","as1360-advanced.spec.js","",""
"","6684","[1366x768] Setup - Flagged Messages — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","5800","[1366x768] Zoom 90% — no layout break","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Page renders correctly after browser zoom","as1360-advanced.spec.js","",""
"","5972","[1920x1080] Setup - Create Content — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","11710","✅ TC-B15 | [1440x900] Results modal — no overflow, fully visible","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","5694","[1440x900] Zoom 125% — no layout break","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Page renders correctly after browser zoom","as1360-advanced.spec.js","",""
"","9777","✅ TC-F04 | [1440x900] Flagged Messages tab — no overflow, buttons aligned","","2026-05-14","passed","2026-05-14","🔴 FLAGGED MESSAGES — Tab loads & responsiveness","as1360-complete.spec.js","",""
"","22630","⚡ EDGE-SEQ | [1366x768] All VC pages visited sequentially — no horizontal scroll","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network","as1360-master.spec.js","",""
"","5657","[1366x768] Create VC Step 1 — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","9596","[1920x1080] VC Overview — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages (AS-1360 AC)","as1360-master.spec.js","",""
"","6566","[1920x1080] Create VC Step 1 — no text overflow","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Text is readable and not truncated","as1360-advanced.spec.js","",""
"","6595","[1920x1080] Setup - Create Coordinator — no text overflow","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Text is readable and not truncated","as1360-advanced.spec.js","",""
"","6929","[1366x768] VC Draft — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","6112","[1440x900] VC Draft — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","13037","✅ TC-S03 | Response is displayed after sending message","","2026-05-14","passed","2026-05-14","🟡 SINGLE MESSAGE TESTING — Send message & check responsiveness","as1360-complete.spec.js","",""
"","6350","✅ TC-I03 | [1366x768] Main content area is not crushed (has usable width)","","2026-05-14","failed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","7135","[1920x1080] Setup - Flagged Messages — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","5830","[1920x1080] Setup - Create Content — no collapsed containers","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — No CSS layout errors (zero-size containers)","as1360-advanced.spec.js","",""
"","13183","✅ TC-B15 | [1366x768] Bulk Testing tab — no overflow, buttons aligned","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness (AS-766)","as1360-master.spec.js","",""
"","10366","[1440x900] VC Draft — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages (AS-1360 AC)","as1360-master.spec.js","",""
"","11067","✅ TC-I02 | [1440x900] Footer CTAs (Next, Save as Draft, Back) visible and not clipped","","2026-05-14","passed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","5901","[1440x900] Sidebar does not overlap main content","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Sidebar navigation visible and not overlapping","as1360-advanced.spec.js","",""
"","15234","✅ TC-B15 | [1366x768] Results modal — no overflow, fully visible","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","5740","[1440x900] Setup - Create Content — buttons/tabs/inputs fully visible","","2026-05-13","passed","2026-05-13","✅ POSITIVE — All interactive elements visible and clickable","as1360-advanced.spec.js","",""
"","13610","✅ TC-I05 | [1920x1080] No images overflow their containers","","2026-05-14","passed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","11824","✅ TC-B12 | Download CSV button visible in results modal","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","5910","[1440x900] No two major elements overlap each other","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Elements do NOT overlap at any resolution","as1360-advanced.spec.js","",""
"","7107","✅ TC-I03 | [1920x1080] Main content area is not crushed (has usable width)","","2026-05-14","failed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","5748","[1366x768] Setup - Flagged Messages — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","7576","[1366x768] Setup - Bulk Testing — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","7776","✅ TC-I06 | [1440x900] No collapsed zero-width containers","","2026-05-14","passed","2026-05-14","🟣 INTERACTIVE ELEMENTS — Buttons, inputs, tabs fully visible","as1360-master.spec.js","",""
"","12098","[1920x1080] Setup - Create Coordinator — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages (AS-1360 AC)","as1360-master.spec.js","",""
"","7049","[1280x600 (short)] Layout degradation is handled gracefully","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Layout below minimum supported width","as1360-advanced.spec.js","",""
"","15933","✅ TC-B16 | [1366x768] Results modal — no overflow, fully visible","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness (AS-766)","as1360-master.spec.js","",""
"","14257","⚡ EDGE-2TAB | Two VC Studio pages open simultaneously — no interference","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network","as1360-master.spec.js","",""
"","4604","✅ TC-L06 | [1920x1080] Login page — no overflow, form aligned","","2026-05-14","passed","2026-05-14","🔐 LOGIN — Page loads and authentication works","as1360-master.spec.js","",""
"","7812","⚡ EDGE-NET | [1366x768] Layout correct even with simulated network delay","","2026-05-14","passed","2026-05-14","⚡ EDGE CASES — Boundary resolutions, resize, zoom, network","as1360-master.spec.js","",""
"","6156","[1440x900] VC Overview — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","5784","[1366x768] Zoom 100% — no layout break","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Page renders correctly after browser zoom","as1360-advanced.spec.js","",""
"","11859","✅ TC-B13 | Close button closes results modal","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","8699","[1366x768] VC Draft — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages (AS-1360 AC)","as1360-master.spec.js","",""
"","15037","[1920x1080] Setup - Create Content — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages (AS-1360 AC)","as1360-master.spec.js","",""
"","6435","[1440x900] Images stay within their containers","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Images do not overflow their containers","as1360-advanced.spec.js","",""
