"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5657","[1366x768] Create VC Step 1 — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","5707","[1440x900] Layout correct even with slow network","","2026-05-13","passed","2026-05-13","⚡ EDGE — Page load with slow network (throttled)","as1360-advanced.spec.js","",""
"","6396","[1920x1080] Long scrollable pages stay within width","","2026-05-13","passed","2026-05-13","⚡ EDGE — Very tall content does not cause horizontal scroll","as1360-advanced.spec.js","",""
"","6107","[1440x900] Create VC Step 1 — no text overflow","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Text is readable and not truncated","as1360-advanced.spec.js","",""
"","8632","❌ TC-B18 | Upload empty CSV (headers only)","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","6081","[1440x900] Setup - Test Coordinator — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","5901","[1440x900] Sidebar does not overlap main content","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Sidebar navigation visible and not overlapping","as1360-advanced.spec.js","",""
"","5655","[1920x1080] Create VC Step 1 — buttons/tabs/inputs fully visible","","2026-05-13","passed","2026-05-13","✅ POSITIVE — All interactive elements visible and clickable","as1360-advanced.spec.js","",""
"","8115","✅ TC-B14 | [1366x768] Bulk Testing tab — no overflow, buttons aligned","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","8641","[1440x900] VC Draft — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","9891","✅ TC-B01 | Bulk Testing tab loads correctly","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","5975","[1920x1080] Setup - Test Coordinator — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","8088","[1920x1080] VC Overview — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","6055","[1920x1080] VC Overview — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","5768","[1440x900] VC Draft — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","5915","[1920x1080] Setup - Test Coordinator — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","10221","Two VC Studio pages open at same time do not interfere","","2026-05-13","passed","2026-05-13","⚡ EDGE — Multiple tabs open simultaneously","as1360-advanced.spec.js","",""
"","10553","[1920x1080] Create VC Step 1 — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","9150","[1920x1080] Setup - Bulk Testing — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","5995","[1366x768] Layout correct even with slow network","","2026-05-13","passed","2026-05-13","⚡ EDGE — Page load with slow network (throttled)","as1360-advanced.spec.js","",""
"","11859","✅ TC-B13 | Close button closes results modal","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","6336","[1366x768] Large OS font size (1.5x) does not break layout","","2026-05-13","passed","2026-05-13","⚡ EDGE — Font scaling does not break layout","as1360-advanced.spec.js","",""
"","7163","[1366x768] VC Overview — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","11824","✅ TC-B12 | Download CSV button visible in results modal","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","6241","[1920x1080] Setup - Create Coordinator — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","13871","✅ TC-B05 | Results modal shows summary cards (Completed, Accuracy, Correct, Incorrect)","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","6338","[1366x768] Long scrollable pages stay within width","","2026-05-13","passed","2026-05-13","⚡ EDGE — Very tall content does not cause horizontal scroll","as1360-advanced.spec.js","",""
"","5567","[1920x1080] Setup - Create Coordinator — buttons/tabs/inputs fully visible","","2026-05-13","passed","2026-05-13","✅ POSITIVE — All interactive elements visible and clickable","as1360-advanced.spec.js","",""
"","5820","[1920x1080] Setup - Create Coordinator — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","11710","✅ TC-B15 | [1440x900] Results modal — no overflow, fully visible","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","5700","[1440x900] Create VC Step 1 — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","5725","[1920x1080] Setup - Train Coordinator — buttons/tabs/inputs fully visible","","2026-05-13","passed","2026-05-13","✅ POSITIVE — All interactive elements visible and clickable","as1360-advanced.spec.js","",""
"","6018","[1366x768] Setup - Test Coordinator — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","5902","[1366x768] Create VC Step 1 — no text overflow","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Text is readable and not truncated","as1360-advanced.spec.js","",""
"","5895","[1366x768] Setup - Flagged Messages — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","9815","[1920x1080] VC Draft — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","5822","[1440x900] Create VC Step 1 — no collapsed containers","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — No CSS layout errors (zero-size containers)","as1360-advanced.spec.js","",""
"","7135","[1920x1080] Setup - Flagged Messages — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","6514","[1365x768 (just below)] Layout handles boundary resolution correctly","","2026-05-13","passed","2026-05-13","⚡ EDGE — Boundary resolutions just above/below 1366","as1360-advanced.spec.js","",""
"","15922","[1440x900] Setup - Bulk Testing — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","5790","[1440x900] Setup - Flagged Messages — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","5728","[1440x900] Zoom 100% — no layout break","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Page renders correctly after browser zoom","as1360-advanced.spec.js","",""
"","12060","[1440x900] Setup - Train Coordinator — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","6313","[1440x900] Create VC Step 1 — buttons/tabs/inputs fully visible","","2026-05-13","passed","2026-05-13","✅ POSITIVE — All interactive elements visible and clickable","as1360-advanced.spec.js","",""
"","8609","❌ TC-B16 | Start Test without uploading CSV — blocked or disabled","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","7576","[1366x768] Setup - Bulk Testing — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","7059","[1920x1080] Setup - Create Coordinator — no overflow, no broken layout","","2026-05-14","passed","2026-05-14","🔵 RESPONSIVENESS — Layout correct on all pages","as1360-complete.spec.js","",""
"","5726","[1366x768] Zoom 125% — no layout break","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Page renders correctly after browser zoom","as1360-advanced.spec.js","",""
"","7958","✅ TC-F04 | [1366x768] Flagged Messages tab — no overflow, buttons aligned","","2026-05-14","passed","2026-05-14","🔴 FLAGGED MESSAGES — Tab loads & responsiveness","as1360-complete.spec.js","",""
"","6414","[1366x768] Setup - Create Content — no collapsed containers","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — No CSS layout errors (zero-size containers)","as1360-advanced.spec.js","",""
"","5862","[1440x900] Zoom 75% — no layout break","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Page renders correctly after browser zoom","as1360-advanced.spec.js","",""
"","11178","✅ TC-B06 | Results table columns are all visible","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","6585","[1440x900] Setup - Create Coordinator — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","5719","[1920x1080] Zoom 100% — no layout break","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Page renders correctly after browser zoom","as1360-advanced.spec.js","",""
"","6112","[1440x900] VC Draft — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","5838","[1920x1080] Setup - Train Coordinator — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
"","15275","✅ TC-B11 | Response time shown for each row (e.g. 2258ms)","","2026-05-14","broken","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","5972","[1920x1080] Setup - Create Content — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","5634","[1920x1080] Create VC Step 1 — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","5883","[1440x900] Setup - Create Content — no horizontal scrollbar","","2026-05-13","passed","2026-05-13","❌ NEGATIVE — Scrollbar does not appear horizontally on any page","as1360-advanced.spec.js","",""
"","5587","[1366x768] Setup - Create Coordinator — buttons/tabs/inputs fully visible","","2026-05-13","passed","2026-05-13","✅ POSITIVE — All interactive elements visible and clickable","as1360-advanced.spec.js","",""
"","15234","✅ TC-B15 | [1366x768] Results modal — no overflow, fully visible","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","12138","✅ TC-B09 | Accuracy card is shown with a percentage value","","2026-05-14","passed","2026-05-14","🟢 BULK TESTING — Upload, Results & Responsiveness","as1360-complete.spec.js","",""
"","5783","[1366x768] VC Draft — no overflow, no broken layout","","2026-05-13","passed","2026-05-13","✅ POSITIVE — Layout renders at all required resolutions","as1360-advanced.spec.js","",""
